customer_id,qtt_order,total_spent,
2529,39,77079.74,
2530,70,81654.23,
2531,20,14882.22,
2532,276,167549.47,
2533,5,148392.93,
2534,63,131039.61,
2535,391,10007.94,
2536,23,136903.59,
2537,58,37763.83,
2538,320,261388.58,
2539,79,925762.51,
2540,67,136841.99,
2541,195,657758.13,
2542,16,15400.23,
2543,8,1280130.91,
2544,6,50392.41,
2545,13,31238.56,
2546,201,516537.33,
2547,87,31940.52,
2548,106,43694.46,
2549,4,327276.6,
2550,6,102084.42,
2551,238,316769.39,
2552,147,177186.12,
2553,35,328536.4,
2554,12,18330.4,
2555,19,202650.37,
2556,38,73572.65,
2557,93,556774.46,
2558,197,41395.23,
2559,30,475866.06,
2560,209,186341.03,
2561,14,746744.86,
2562,267,658406.19,
2563,26,65631.88,
2564,60,374203.31,
2565,144,174472.4,
2566,40,277505.16,
2567,351,39992.76,
2568,69,62839.78,
2569,65,531208.71,
2570,191,540077.22,
2571,16,156392.34,
2572,69,452996.9,
2573,110,66567.79,
2574,61,458553.31,
2575,57,948347.29,
2576,107,12846.29,
2577,71,54823.84,
2578,5,2635.92,
2579,31,17794.79,
2580,98,38409.67,
2581,32,31681.38,
2582,592,595795.9,
2583,35,89076.47,
2584,3,371439.1,
2585,21,5303.14,
2586,57,161534.94,
2587,79,625856.82,
2588,11,25680.26,
2589,247,185008.24,
2590,31,103863.93,
2591,167,103470.2,
2592,83,290799.63,
2593,69,1196991.27,
2594,768,1086159.27,
2595,249,284282.65,
2596,61,15393.84,
2597,15,124133.25,
2598,189,235879.62,
2599,122,184354.87,
2600,165,352625.03,
2601,180,149340.73,
2602,8,71328.39,
2603,60,141867.16,
2604,31,21588.74,
2605,41,423641.77,
2606,655,638275.43,
2607,36,100524.09,
2608,11,72477.56,
2609,42,1020041.86,
2610,2,14793.96,
2611,109,203630.67,
2612,45,634671.91,
2613,46,62365.19,
2614,242,562256.45,
2615,54,59999.69,
2616,137,362319.33,
2617,98,37259.94,
2618,163,442004.19,
2619,151,23316.14,
2620,373,172895.03,
2621,87,9690.49,
2622,7,9138.41,
2623,44,151879.11,
2624,29,244347.74,
2625,56,93923.05,
2626,81,40179.1,
2627,69,196122.41,
2628,32,288835.47,
2629,14,163969.5,
2630,19,15153.17,
2631,471,168000.27,
2632,94,68142.03,
2633,44,8934.44,
2634,49,240684.68,
2635,62,566780.62,
2636,106,1695797.63,
2637,66,21684.36,
2638,19,298981.6,
2639,90,147246.94,
2640,545,135818.95,
2641,43,136657.55,
2642,403,223602.94,
2643,25,71509.05,
2644,277,139277.99,
2645,41,466152.71,
2646,78,158979.07,
2647,49,102687.07,
2648,66,14440.95,
2649,226,1330680.22,
2650,136,36734.63,
2651,140,205384.17,
2652,47,11039.3,
2653,27,62117.52,
2654,70,238935.18,
2655,35,113479.13,
2656,46,69390.32,
2657,31,33545.91,
2658,2,133527.76,
2659,70,176929.11,
2660,215,80790.5,
2661,172,383860.27,
2662,29,58026.25,
2663,26,196287.23,
2664,456,784473.54,
2665,19,109956.33,
2666,43,290130.96,
2667,29,23907.58,
2668,46,457735.83,
2669,22,230445.2,
2670,58,412574.11,
2671,21,220622.54,
2672,114,67478.56,
2673,20,8999.07,
2674,155,42237.36,
2675,20,550116.79,
2676,304,624389.56,
2677,16,236376.47,
2678,73,340215.05,
2679,105,185069.17,
2680,334,426513.59,
2681,101,9894.63,
2682,192,190554.22,
2683,18,727587.17,
2684,38,198822.16,
2685,147,323269.95,
2686,43,265567.03,
2687,79,1008937.93,
2688,89,113974.59,
2689,22,60536.21,
2690,241,822114.18,
2691,773,756341.07,
2692,32,140685.26,
2693,234,86609.83,
2694,7,682289.99,
2695,7,521778.34,
2696,64,15766.53,
2697,72,210390.5,
2698,112,667038.14,
2699,67,131632.21,
2700,38,68037.77,
2701,78,126617.96,
2702,46,116023.11,
2703,726,547029.95,
2704,101,33249.78,
2705,59,37847.71,
2706,53,8345.18,
2707,51,478673.04,
2708,52,110531.77,
2709,54,64688.65,
2710,122,227560.9,
2711,11,26281.08,
2712,20,157149.6,
2713,42,53256.38,
2714,22,26087.98,
2715,10,114133.58,
2716,6,155101.79,
2717,172,1159173.77,
2718,109,233117.69,
2719,18,298955.35,
2720,35,55615.55,
2721,29,287641.2,
2722,30,200071.04,
2723,102,531762.8,
2724,11,7374.48,
2725,426,164452.53,
2726,76,212348.84,
2727,97,311074.45,
2728,182,977547.41,
2729,233,801257.79,
2730,177,249109.22,
2731,178,285946.15,
2732,213,479411.63,
2733,204,744052.68,
2734,211,74024.68,
2735,38,37561.64,
2736,72,9655.03,
2737,66,283732.4,
2738,164,37355.99,
2739,113,12141.09,
2740,73,531021.01,
2741,673,317528.94,
2742,12,17433.8,
2743,35,48852.09,
2744,81,237140.65,
2745,132,120927.08,
2746,54,439570.6,
2747,3,98469.81,
2748,44,52288.93,
2749,20,512077.2,
2750,53,260913.54,
2751,34,25354.02,
2752,282,70864.05,
2753,66,735016.61,
2754,181,376297.41,
2755,26,27221.99,
2756,6,125812.69,
2757,51,33087.09,
2758,16,218517.97,
2759,475,107148.74,
2760,4,173586.61,
2761,406,746854.5,
2762,82,112484.04,
2763,2,18838.59,
2764,523,282386.38,
2765,489,205044.7,
2766,20,332284.4,
2767,351,122697.5,
2768,209,716457.06,
2769,34,291202.28,
2770,11,117755.15,
2771,42,161335.66,
2772,13,4880.38,
2773,118,121848.71,
2774,65,85007.62,
2775,29,135239.51,
2776,131,469269.72,
2777,31,43816.25,
2778,241,833580.78,
2779,81,103585,
2780,67,3365.11,
2781,96,90562.09,
2782,6,43580.11,
2783,46,197157.21,
2784,56,425826.31,
2785,71,67444.08,
2786,55,95061.93,
2787,16,81704.2,
2788,291,1012975.74,
2789,5,111228.48,
2790,110,119768.46,
2791,114,63935.34,
2792,262,162602.21,
2793,230,78982.43,
2794,38,118444.83,
2795,15,279040.35,
2796,248,196509.04,
2797,20,82196.69,
2798,2,14152.6,
2799,64,106787.18,
2800,18,62568.92,
2801,61,89289.66,
2802,3,43978.81,
2803,27,23692.93,
2804,228,140901.4,
2805,386,270186.32,
2806,119,221754.91,
2807,62,133706.91,
2808,139,253510.67,
2809,8,159588.7,
2810,170,33100.51,
2811,67,251730.33,
2812,1,102475.61,
2813,56,481745.82,
2814,41,136959.25,
2815,27,69254.41,
2816,37,17839.23,
2817,389,1446828.83,
2818,544,144507.24,
2819,4,12002.04,
2820,47,116823.93,
2821,7,5584.67,
2822,99,365682.47,
2823,32,47606.03,
2824,82,63228.27,
2825,106,126461.74,
2826,35,250841.74,
2827,109,154612.55,
2828,10,9856.42,
2829,88,182658.76,
2830,43,120506.27,
2831,125,170455.33,
2832,33,15814.85,
2833,46,373197.8,
2834,85,95496.8,
2835,60,210210.34,
2836,189,178500.55,
2837,323,82450.69,
2838,100,251676.46,
2839,58,109280.81,
2840,86,825718.61,
2841,59,25387.27,
2842,45,2874.63,
2843,34,227811.8,
2844,2,121151.26,
2845,16,34006.57,
2846,402,327930.57,
2847,126,284425.06,
2848,24,246691.68,
2849,28,68548.14,
2850,6,212866.96,
2851,286,134786.97,
2852,8,194662.29,
2853,32,92495.65,
2854,20,30748.14,
2855,32,134771.06,
2856,26,50212.51,
2857,13,530045.22,
2858,82,359848.42,
2859,408,60250.19,
2860,46,382586.88,
2861,6,158691.65,
2862,60,482880.9,
2863,45,303054.78,
2864,124,440326.08,
2865,37,15574.97,
2866,24,38478.87,
2867,0,9860.36,
2868,92,427572.98,
2869,35,68849.53,
2870,12,83493.64,
2871,185,120726.4,
2872,16,486653.12,
2873,26,54186.19,
2874,23,27787.05,
2875,183,151641.13,
2876,10,297532.78,
2877,41,15611.29,
2878,31,357774.38,
2879,96,202055,
2880,9,45642.83,
2881,70,30816.15,
2882,114,123737.11,
2883,86,123000.05,
2884,19,15772.01,
2885,35,141707.01,
2886,30,252925.19,
2887,6,183406.45,
2888,131,111592.31,
2889,94,275277.98,
2890,143,144587.72,
2891,18,614324.12,
2892,174,672508.42,
2893,57,122890.73,
2894,127,193107.7,
2895,17,2031.45,
2896,69,76279.36,
2897,56,132817.28,
2898,85,249692.02,
2899,30,99332.78,
2900,71,206181.98,
2901,157,812913,
2902,23,13396.11,
2903,396,109112.75,
2904,278,1118354.62,
2905,107,142324.56,
2906,22,394671.14,
2907,46,37319.5,
2908,32,178172.39,
2909,33,60365.09,
2910,68,50983.32,
2911,33,130704.77,
2912,14,178892.34,
2913,128,230984.39,
2914,62,52868.96,
2915,19,82434.32,
2916,474,59561.4,
2917,94,310038.52,
2918,66,145961.65,
2919,107,82050.74,
2920,185,191614.18,
2921,18,216808.92,
2922,8,134907.62,
2923,112,585257.65,
2924,205,198360.31,
2925,4,528797.69,
2926,24,73056.56,
2927,88,134664.77,
2928,214,56176.92,
2929,83,66522.28,
2930,5,96658.71,
2931,35,180539.09,
2932,114,63360.57,
2933,40,3776.28,
2934,33,35169.98,
2935,116,137636.9,
2936,43,53223.83,
2937,67,68765.26,
2938,90,188417.51,
2939,354,458120.7,
2940,43,165421.16,
2941,137,131346.87,
2942,26,425327.53,
2943,29,155854.74,
2944,7,35300.79,
2945,58,127880.6,
2946,131,135837.06,
2947,119,146121.15,
2948,58,150639.93,
2949,60,138611.03,
2950,8,180296.15,
2951,34,143369.5,
2952,48,136158.1,
2953,188,35320.18,
2954,235,587951.19,
2955,22,80272.41,
2956,4,97296.2,
2957,46,86788.27,
2958,128,644898.41,
2959,45,97981.11,
2960,28,127515.62,
2961,36,24704.76,
2962,26,26672.36,
2963,168,263765.97,
2964,45,218532.09,
2965,55,616551.32,
2966,19,69150.77,
2967,7,61353.09,
2968,25,127554.3,
2969,5,109851.08,
2970,50,348705.74,
2971,64,212491.85,
2972,168,157251.32,
2973,18,9903.82,
2974,61,39057.22,
2975,390,595169.13,
2976,244,117574.15,
2977,11,121036.58,
2978,305,545269.79,
2979,101,104308.05,
2980,90,428412.86,
2981,7,65098.61,
2982,18,58424.33,
2983,64,111490.71,
2984,80,580556.15,
2985,85,162238.16,
2986,23,419876.98,
2987,18,78969.34,
2988,276,1302542.67,
2989,195,182323.99,
2990,67,110313.12,
2991,30,84095.66,
2992,39,854002.67,
2993,77,64956.46,
2994,124,841891.38,
2995,6,6590.1,
2996,21,413052.32,
2997,31,104074.91,
2998,13,45725.7,
2999,152,715361.48,
3000,74,387427.77,
3001,82,125617.8,
3002,270,648244.89,
3003,75,74718.25,
3004,35,85641.06,
3005,46,14818.11,
3006,59,169774.45,
3007,97,134141.04,
3008,64,107954.97,
3009,50,114289.31,
3010,64,5282.86,
3011,76,196615.02,
3012,35,131517.85,
3013,41,661376.15,
3014,17,14944.06,
3015,432,92328.29,
3016,109,257265.37,
3017,40,169348.32,
3018,68,79909.8,
3019,66,458800.17,
3020,631,407692.72,
3021,269,166802.31,
3022,237,972190.64,
3023,5,538382.44,
3024,65,106568.62,
3025,5,91913.93,
3026,61,40381.99,
3027,7,454960.7,
3028,363,159786.68,
3029,51,204274.16,
3030,421,39173.85,
3031,10,106730.08,
3032,41,214539.06,
3033,77,243564.42,
3034,10,24100.41,
3035,36,70622.1,
3036,100,323548.13,
3037,9,33691.81,
3038,537,280862.34,
3039,21,64784.72,
3040,26,7043.68,
3041,125,135669.72,
3042,142,62651.31,
3043,128,235875.96,
3044,328,668167.45,
3045,67,1272740.7,
3046,17,44773.42,
3047,38,273899.06,
3048,70,132185.2,
3049,27,301370.38,
3050,35,351680.37,
3051,57,445842.44,
3052,13,151731.36,
3053,318,20882.35,
3054,188,259553,
3055,28,323841.01,
3056,350,758148.06,
3057,358,957463.19,
3058,111,366448.35,
3059,253,1236946.2,
3060,69,66906.72,
3061,454,209197.16,
3062,26,590590.45,
3063,47,109627.28,
3064,20,187487.39,
3065,233,277745.2,
3066,86,207693.87,
3067,17,162369.33,
3068,42,75835.2,
3069,830,350623.75,
3070,74,255580.44,
3071,31,124893.04,
3072,129,160746.47,
3073,35,92914.57,
3074,34,21933.66,
3075,70,556944.24,
3076,270,1101093.96,
3077,13,280184.29,
3078,9,30461.68,
3079,123,12624.77,
3080,96,139467.26,
3081,38,141436.11,
3082,97,890133.55,
3083,377,170627.79,
3084,33,221617.68,
3085,72,167597.45,
3086,70,162489.03,
3087,101,203462.55,
3088,235,961601.2,
3089,22,12368.58,
3090,65,398596.05,
3091,24,151235.26,
3092,395,53909.15,
3093,8,18027.68,
3094,9,4301.21,
3095,76,429317.47,
3096,125,127970.57,
3097,151,146606.04,
3098,394,431001.34,
3099,34,22831.74,
3100,182,264676.05,
3101,273,834226.03,
3102,447,182275.77,
3103,170,215964.56,
3104,26,84082.49,
3105,47,126322.18,
3106,600,1333638.23,
3107,15,194924.02,
3108,36,129540.14,
3109,33,64957.77,
3110,17,152667.05,
3111,25,162440.42,
3112,59,123294.37,
3113,7,160892.73,
3114,325,163854.48,
3115,21,47002.97,
3116,5,5164.21,
3117,48,204440.73,
3118,5,16773.81,
3119,22,23427.94,
3120,24,93131.36,
3121,338,470625.73,
3122,89,170052.24,
3123,20,111200.07,
3124,39,40970.08,
3125,45,307175.71,
3126,2,229303.43,
3127,680,531437.07,
3128,24,9233.83,
3129,195,405716.04,
3130,61,172759.21,
3131,485,791207.94,
3132,57,9389.26,
3133,5,8514.69,
3134,288,197028.65,
3135,176,450195.23,
3136,11,26974.32,
3137,15,31697.35,
3138,5,56265.36,
3139,11,77007.88,
3140,45,9734.46,
3141,336,35984,
3142,26,126471.78,
3143,91,112190.26,
3144,45,179275.11,
3145,26,25297.89,
3146,35,353396.68,
3147,164,11984.83,
3148,82,129202.74,
3149,36,118140.52,
3150,24,18814.48,
3151,23,8262.4,
3152,40,45509.19,
3153,11,210455.17,
3154,19,165652.48,
3155,161,26844.33,
3156,44,136552.76,
3157,26,591949.29,
3158,144,10510.36,
3159,15,48684.97,
3160,26,188032.37,
3161,9,47374.77,
3162,85,37133.42,
3163,24,74634.68,
3164,39,55832.75,
3165,32,140790.62,
3166,435,677805.95,
3167,19,448151.85,
3168,82,395525.47,
3169,202,348997.29,
3170,2,57799.86,
3171,122,4378.68,
3172,7,104608.88,
3173,38,114460.81,
3174,611,290168.74,
3175,25,5247.54,
3176,6,13510.84,
3177,29,32252.17,
3178,54,92692.88,
3179,31,106787.1,
3180,22,225587.4,
3181,5,3229.74,
3182,69,308639.45,
3183,60,345610.33,
3184,45,68752.42,
3185,64,175559.38,
3186,13,130900.95,
3187,180,85277.45,
3188,341,564683.73,
3189,12,146529.15,
3190,118,11378.71,
3191,53,160433.64,
3192,25,163319.89,
3193,20,144635.15,
3194,92,75092.08,
3195,72,263237.03,
3196,25,133919.23,
3197,17,293504.16,
3198,59,519919.98,
3199,3,79246.05,
3200,47,165586.81,
3201,109,23643.54,
3202,81,279242.91,
3203,63,592153.78,
3204,50,145398.51,
3205,10,31289.23,
3206,65,162096.09,
3207,39,110959.98,
3208,40,167109.12,
3209,4,56143.7,
3210,12,83412.81,
3211,654,151756.83,
3212,96,269155.58,
3213,108,270762.28,
3214,11,21036.59,
3215,10,124269.73,
3216,45,123612.14,
3217,67,139592.39,
3218,152,47062.26,
3219,384,272641.04,
3220,337,264931.82,
3221,21,62269.85,
3222,58,478749.63,
3223,38,178267.64,
3224,1,107643.67,
3225,264,237958.99,
3226,38,208337.94,
3227,160,93815.82,
3228,331,87368.09,
3229,167,390835.53,
3230,76,366389.68,
3231,29,24608.73,
3232,93,147600.63,
3233,92,122896.05,
3234,170,201648.66,
3235,46,153878.2,
3236,76,167110.01,
3237,70,24341.5,
3238,32,294885.37,
3239,24,203187.96,
3240,185,482929.43,
3241,283,93079.8,
3242,65,255195.47,
3243,92,747972.44,
3244,111,736577.7,
3245,259,100373.34,
3246,76,27289.89,
3247,34,8680.41,
3248,19,86163.03,
3249,83,199267.21,
3250,6,50944.72,
3251,132,475158.85,
3252,209,246296.48,
3253,65,144808.9,
3254,21,41995.19,
3255,10,43813.04,
3256,6,309158.1,
3257,6,304767.9,
3258,344,154445.12,
3259,244,110543.63,
3260,65,160929.73,
3261,46,281415.23,
3262,40,29386.86,
3263,23,116485.18,
3264,120,1031766.07,
3265,89,107242.04,
3266,225,1121620.14,
3267,26,39106.72,
3268,112,402720.72,
3269,22,19504.36,
3270,22,40016.47,
3271,260,60374.44,
3272,107,141043.06,
3273,25,60456,
3274,51,282567.4,
3275,9,415132.54,
3276,105,295979.48,
3277,68,27613.65,
3278,49,166870.99,
3279,17,127608.21,
3280,754,512524.41,
3281,69,239702.9,
3282,19,20733.82,
3283,69,248645.4,
3284,121,136145.94,
3285,25,416000.77,
3286,49,20948.21,
3287,13,6446.51,
3288,32,205015.17,
3289,26,250418.83,
3290,33,243210.17,
3291,67,60793.1,
3292,83,372686.03,
3293,33,214747.63,
3294,31,371268.02,
3295,142,310450.26,
3296,18,90664.55,
3297,53,895571.38,
3298,7,234843.77,
3299,8,50134.57,
3300,58,1071581.2,
3301,66,33863.53,
3302,66,245488.39,
3303,15,217167.64,
3304,12,61777.12,
3305,72,201943.35,
3306,67,110797.76,
3307,32,220024.69,
3308,300,631347.68,
3309,12,46753.7,
3310,62,38372.62,
3311,47,43406.1,
3312,80,134409.75,
3313,184,274752.19,
3314,103,23520.33,
3315,107,26406.12,
3316,39,197112.42,
3317,28,187244.19,
3318,29,56434.12,
3319,50,89937.05,
3320,54,195929.59,
3321,164,184957.9,
3322,47,250995.71,
3323,8,269498.63,
3324,504,172821.78,
3325,103,133745.67,
3326,182,12857.26,
3327,23,18459.55,
3328,364,79987.19,
3329,17,23800.65,
3330,101,40961.15,
3331,234,32841.44,
3332,119,545312.78,
3333,20,554520.1,
3334,72,175926.77,
3335,69,341613.29,
3336,428,741936.89,
3337,139,340794.93,
3338,137,448176.04,
3339,1,19385.68,
3340,5,59402.57,
3341,4,75440.55,
3342,772,181567.08,
3343,4,271835.34,
3344,83,663985.97,
3345,147,109608.71,
3346,58,219504.05,
3347,110,131055.84,
3348,74,134714.94,
3349,64,289004.76,
3350,147,42038.59,
3351,11,189576.73,
3352,327,537291.84,
3353,90,40470.95,
3354,27,76403.3,
3355,28,7553.45,
3356,506,623229.69,
3357,337,407989.01,
3358,15,249448.26,
3359,252,550653.26,
3360,5,26814.2,
3361,56,163191.4,
3362,51,73345.26,
3363,72,1049333.01,
3364,21,83975.05,
3365,509,208637.21,
3366,677,135283.95,
3367,177,525029.37,
3368,91,116415.89,
3369,878,201858.1,
3370,0,132274.04,
3371,15,124550.98,
3372,23,620647.13,
3373,27,236978.05,
3374,102,6521.23,
3375,196,141634.04,
3376,32,4498.72,
3377,62,184289.52,
3378,15,207271.17,
3379,41,750920.11,
3380,398,315848.92,
3381,15,67433.97,
3382,95,68676.7,
3383,3,84648.24,
3384,64,71811.17,
3385,174,1266212.89,
3386,9,90342.03,
3387,16,84095.82,
3388,39,109287.64,
3389,224,682064.73,
3390,76,206866.88,
3391,25,40575.82,
3392,180,1416833.13,
3393,115,197097.45,
3394,25,181723.28,
3395,100,102991.52,
3396,450,157938.85,
3397,4,17286.52,
3398,140,124671.74,
3399,70,225714.91,
3400,142,11565.71,
3401,95,160896.83,
3402,86,48287.82,
3403,633,1011854.03,
3404,89,46282.39,
3405,274,435174.47,
3406,46,54997.95,
3407,133,182072.47,
3408,30,160112.28,
3409,91,134578.42,
3410,35,11512.59,
3411,74,145062.69,
3412,42,3274.89,
3413,545,580390.43,
3414,54,518206.68,
3415,125,105848.68,
3416,124,385501.41,
3417,255,51090.78,
3418,84,850482.59,
3419,447,382723.18,
3420,25,729386.93,
3421,8,55074.8,
3422,41,228711.68,
3423,19,113142.75,
3424,51,170187.76,
3425,174,218251.13,
3426,25,143556.15,
3427,11,84723.42,
3428,102,55078.27,
3429,15,180671.33,
3430,17,32305.66,
3431,19,75312.57,
3432,14,91022.21,
3433,16,2183.06,
3434,71,316815.79,
3435,9,37039.38,
3436,557,900994.18,
3437,69,150463.63,
3438,114,5637.57,
3439,260,171390.19,
3440,29,306535.33,
3441,99,223591.42,
3442,76,689724.52,
3443,4,2115.37,
3444,23,65734.72,
3445,103,262933.06,
3446,220,8750,
3447,3,114882.05,
3448,18,210206.57,
3449,13,263299.38,
3450,103,102038.83,
3451,193,74676.4,
3452,90,168530.74,
3453,68,100868.65,
3454,21,144634.68,
3455,77,127195.71,
3456,43,150168.08,
3457,53,662222.63,
3458,60,185827.16,
3459,34,35969.85,
3460,102,49772.37,
3461,91,494557.25,
3462,412,99081.91,
3463,24,226019.58,
3464,57,80913.67,
3465,2,4445.3,
3466,88,76583.34,
3467,50,111815.8,
3468,68,64459.89,
3469,52,205909.43,
3470,130,24858.81,
3471,52,230421.04,
3472,141,306676.47,
3473,11,279499.57,
3474,32,29127.83,
3475,38,19125.85,
3476,143,703141.34,
3477,214,24858.24,
3478,105,239304.99,
3479,77,367036.45,
3480,36,153086.3,
3481,57,29211.79,
3482,4,36445.11,
3483,26,155941.46,
3484,38,107889.08,
3485,4,128648.09,
3486,5,12618.11,
3487,7,17968.66,
3488,106,9407.43,
3489,120,172600.55,
3490,77,933835.85,
3491,48,97473.73,
3492,456,308890.25,
3493,496,89647.12,
3494,26,42332.91,
3495,32,530595.46,
3496,236,72358.06,
3497,8,98335.74,
3498,80,230131.5,
3499,78,140490.6,
3500,7,98897.95,
3501,4,69618.25,
3502,96,19352.61,
3503,280,96222.01,
3504,42,420648.59,
3505,18,112764.92,
3506,38,21310.85,
3507,517,997316.56,
3508,91,362185.68,
3509,11,349144.99,
3510,227,145983.02,
3511,35,104353.2,
3512,44,128861.51,
3513,35,153935.45,
3514,34,82682.82,
3515,69,69957.53,
3516,282,553176.82,
3517,14,56539.6,
3518,89,159098.5,
3519,170,148339.03,
3520,267,338476.4,
3521,23,2631.48,
3522,106,162685.1,
3523,93,30499.06,
3524,157,543511.59,
3525,79,282804.84,
3526,72,180934.41,
3527,126,356925.92,
3528,33,72201.26,
3529,28,63202.24,
3530,6,70669.12,
3531,124,209589.48,
3532,214,110619.29,
3533,28,82795.94,
3534,17,482118.01,
3535,102,156320.52,
3536,354,529804.2,
3537,31,269763.71,
3538,103,476972.22,
3539,9,74084.04,
3540,43,505101.14,
3541,110,186002.8,
3542,7,143889.6,
3543,43,517818.53,
3544,4,132474.54,
3545,265,871820.63,
3546,123,41162.19,
3547,66,567163.51,
3548,41,189416.25,
3549,29,32699.34,
3550,49,87801.04,
3551,35,165343.86,
3552,28,145289.73,
3553,42,47232.49,
3554,6,382689.96,
3555,79,12300.27,
3556,80,37620.91,
3557,97,12120.99,
3558,14,131177.31,
3559,15,33704.6,
3560,47,1047596.2,
3561,104,98984.28,
3562,21,57570.98,
3563,12,85543.25,
3564,879,798054.15,
3565,12,297379.01,
3566,15,37954.44,
3567,23,306459.66,
3568,82,131011.77,
3569,876,501541.38,
3570,54,119166.46,
3571,98,116547.16,
3572,35,15319.59,
3573,197,95407.1,
3574,6,213123.05,
3575,183,214058.34,
3576,194,7668.32,
3577,139,131104.26,
3578,22,70334.21,
3579,92,28046.73,
3580,30,14716.49,
3581,286,371003.82,
3582,11,99071.98,
3583,105,331157.66,
3584,98,44117.73,
3585,79,77826.91,
3586,11,29021.88,
3587,333,441233.69,
3588,178,782710.07,
3589,71,20338.32,
3590,68,780779.17,
3591,30,12783.24,
3592,33,352996.16,
3593,23,8405.39,
3594,20,6566.85,
3595,50,182682.12,
3596,24,46416.94,
3597,54,485557.43,
3598,57,277687.45,
3599,91,88585.23,
3600,63,151548.46,
3601,54,145797.32,
3602,290,502380.64,
3603,4,37793.3,
3604,28,35090.04,
3605,13,233966.89,
3606,16,79666.99,
3607,9,22899.32,
3608,410,95472.87,
3609,106,429394.08,
3610,28,687233.04,
3611,3,5391.07,
3612,136,173819.43,
3613,40,245699.37,
3614,44,39993.75,
3615,106,469263.16,
3616,9,10705.25,
3617,33,89449.22,
3618,87,131646.91,
3619,67,349015.94,
3620,36,46306.76,
3621,68,10692.09,
3622,49,23913.36,
3623,39,1418.8,
3624,143,180693.05,
3625,169,152111.87,
3626,87,338846.54,
3627,48,170823.88,
3628,38,98167.98,
3629,104,185378.44,
3630,6,106804.92,
3631,101,651059.75,
3632,29,70450.37,
3633,138,84484.53,
3634,7,32466.27,
3635,490,854065.69,
3636,64,652512.52,
3637,101,478310.07,
3638,533,827942.61,
3639,43,629285.74,
3640,31,217446.88,
3641,91,72071.38,
3642,8,35861.09,
3643,415,419287.17,
3644,213,123672.47,
3645,401,718753.71,
3646,277,258622.23,
3647,127,18423.75,
3648,61,47606.24,
3649,168,197847.22,
3650,107,361177.59,
3651,38,120748.47,
3652,87,53284.99,
3653,120,84757.45,
3654,30,352340.58,
3655,3,47348.99,
3656,250,254106.22,
3657,113,74274.09,
3658,71,214869.04,
3659,231,310304.05,
3660,53,1036432.06,
3661,50,160603.57,
3662,35,48652.3,
3663,26,17485.04,
3664,38,418261.37,
3665,197,176697.11,
3666,12,49364.24,
3667,50,210620.67,
3668,12,442510.89,
3669,502,417477.81,
3670,73,456499.53,
3671,110,201735.94,
3672,72,462417.24,
3673,26,163934.55,
3674,322,744641.03,
3675,35,39606.67,
3676,127,144550.52,
3677,209,96790.73,
3678,64,181623.81,
3679,21,108177.06,
3680,6,9287.98,
3681,5,65120.81,
3682,126,94659.33,
3683,16,199048.05,
3684,41,95623.18,
3685,200,93702.3,
3686,5,124194.72,
3687,99,78205.61,
3688,32,17289.98,
3689,60,64326.56,
3690,423,491685.21,
3691,67,127842.68,
3692,70,201534.16,
3693,270,203781.26,
3694,23,854754.71,
3695,4,13900.53,
3696,13,942.18,
3697,45,280353.66,
3698,238,351291.17,
3699,282,76739.53,
3700,11,41986.37,
3701,57,107435.83,
3702,47,91269.57,
3703,33,487012.34,
3704,30,155336.77,
3705,347,651799.16,
3706,125,384597.87,
3707,253,7131.31,
3708,27,31547.8,
3709,328,351418.11,
3710,7,181988.38,
3711,44,267730.53,
3712,74,91836.77,
3713,73,192698.64,
3714,17,568671.64,
3715,63,257747.47,
3716,73,439501.33,
3717,40,169997.7,
3718,37,291690.61,
3719,49,584483.38,
3720,153,111267.46,
3721,168,206664.31,
3722,278,37275.69,
3723,138,180672.12,
3724,37,253220.52,
3725,139,226638.31,
3726,49,34343.71,
3727,5,269116.88,
3728,70,208185.87,
3729,54,74771.3,
3730,5,16043.33,
3731,3,22537.14,
3732,27,152173,
3733,55,19421.42,
3734,26,123913.33,
3735,65,505362.19,
3736,38,236003.26,
3737,160,217644.4,
3738,40,182817.75,
3739,39,125368.09,
3740,54,164547.1,
3741,66,265626.76,
3742,13,74403.48,
3743,50,333192.27,
3744,35,204501.61,
3745,101,825567.76,
3746,30,138332.73,
3747,12,84342.12,
3748,10,34469.39,
3749,32,70389.11,
3750,19,86568.63,
3751,99,296630.76,
3752,137,388711.07,
3753,144,329534.92,
3754,16,142569.35,
3755,177,389313.23,
3756,23,96806.32,
3757,95,80883.42,
3758,43,60789.9,
3759,19,627850.15,
3760,172,440674.8,
3761,42,148060.5,
3762,531,211929.73,
3763,65,266089.49,
3764,8,49784.49,
3765,9,134322.86,
3766,29,302380.85,
3767,13,102316.52,
3768,3,205219.75,
3769,40,39567.45,
3770,185,992285.81,
3771,48,227426.98,
3772,29,104074.99,
3773,25,268846.64,
3774,423,70958.91,
3775,155,223790.47,
3776,98,283760.08,
3777,139,60676.22,
3778,259,177868.39,
3779,88,100544.95,
3780,87,69309.03,
3781,22,235293.96,
3782,93,1103145.36,
3783,24,159039.35,
3784,7,248009.8,
3785,84,844603.14,
3786,20,287345.14,
3787,114,195207,
3788,45,126128.36,
3789,20,157582.04,
3790,95,191191.05,
3791,92,885402.85,
3792,39,67490.61,
3793,50,259145.58,
3794,26,66362.86,
3795,66,678532.42,
3796,74,157732.95,
3797,57,211921.44,
3798,34,78523.36,
